City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Santa Maria,-29.6842,-53.8069,69.1,56,0,5.75,BR,2021-06-13 17:47:14
Ilulissat,69.2167,-51.1,37.42,75,90,4.61,GL,2021-06-13 17:48:59
Clyde River,70.4692,-68.5914,34.03,80,90,18.41,CA,2021-06-13 17:49:00
Donskoye,45.4552,41.9741,69.93,81,99,2.68,RU,2021-06-13 17:49:00
Bridlington,54.0831,-0.1919,75.88,83,55,8.03,GB,2021-06-13 17:48:35
Worthington,40.0931,-83.018,88.95,63,20,1.99,US,2021-06-13 17:49:00
Novobirilyussy,56.9514,90.6661,49.46,97,84,8.05,RU,2021-06-13 17:49:01
Chokwé,-24.5333,32.9833,67.35,71,0,4.43,MZ,2021-06-13 17:49:01
Coffs Harbour,-30.3,153.1333,49.14,95,68,0.0,AU,2021-06-13 17:49:01
Linhares,-19.3911,-40.0722,75.67,55,88,10.94,BR,2021-06-13 17:46:41
Rocha,-34.4833,-54.3333,68.63,66,1,8.43,UY,2021-06-13 17:49:02
Rawson,-43.3002,-65.1023,52.77,53,100,13.89,AR,2021-06-13 17:47:03
Peleduy,59.6289,112.7406,52.99,45,100,0.51,RU,2021-06-13 17:49:02
Grand Gaube,-20.0064,57.6608,75.6,76,22,8.99,MU,2021-06-13 17:49:02
George Town,5.4112,100.3354,82.89,86,20,3.0,MY,2021-06-13 17:46:34
Itarema,-2.9248,-39.9167,83.25,67,77,8.97,BR,2021-06-13 17:49:03
Wad Rāwah,15.1603,33.1397,103.37,14,100,5.79,SD,2021-06-13 17:49:03
San Cristobal,7.7669,-72.225,82.58,54,75,7.56,VE,2021-06-13 17:49:03
Palekastro,35.2,26.25,71.69,75,86,6.13,GR,2021-06-13 17:49:04
Beidao,34.5686,105.8933,69.85,90,98,1.52,CN,2021-06-13 17:46:38
Asău,46.4333,26.4,60.4,76,90,2.93,RO,2021-06-13 17:49:04
Jardim,-21.4803,-56.1381,78.51,35,0,5.08,BR,2021-06-13 17:47:08
Waipawa,-41.4122,175.5153,56.03,87,100,4.79,NZ,2021-06-13 17:49:04
Burnie,-41.0667,145.9167,54.91,86,99,4.85,AU,2021-06-13 17:49:05
Guerrero Negro,27.9769,-114.0611,72.0,61,32,13.56,MX,2021-06-13 17:49:05
São João da Barra,-21.6403,-41.0511,71.69,72,60,16.8,BR,2021-06-13 17:47:31
Kalanguy,51.0167,116.5167,57.96,84,100,5.1,RU,2021-06-13 17:49:05
Qinzhou,21.95,108.6167,79.34,89,100,9.24,CN,2021-06-13 17:49:06
Jiexiu,37.0244,111.9125,75.6,70,50,3.49,CN,2021-06-13 17:49:06
Robertsport,6.7533,-11.3686,81.75,80,92,10.87,LR,2021-06-13 17:49:06
Alofi,-19.0595,-169.9187,58.89,100,50,1.14,NU,2021-06-13 17:45:39
Marawi,7.9986,124.2928,67.64,95,56,2.06,PH,2021-06-13 17:49:07
Pachino,36.7186,15.0907,77.04,64,45,9.69,IT,2021-06-13 17:46:40
Nikolskoye,59.7035,30.7861,62.49,92,97,5.19,RU,2021-06-13 17:49:08
Yemtsa,63.0734,40.3329,63.66,83,100,5.39,RU,2021-06-13 17:49:08
Zhezkazgan,47.8043,67.7144,64.87,51,21,16.2,KZ,2021-06-13 17:49:08
Honningsvåg,70.9821,25.9704,47.95,76,75,14.97,NO,2021-06-13 17:49:08
Saint-Pierre,-21.3393,55.4781,73.04,78,0,5.75,RE,2021-06-13 17:45:06
Bulawayo,-20.15,28.5833,56.75,36,0,5.95,ZW,2021-06-13 17:45:37
Nabire,-3.3667,135.4833,75.34,90,70,3.0,ID,2021-06-13 17:46:54
Kutum,14.2,24.6667,90.97,9,100,9.01,SD,2021-06-13 17:49:09
Kholmogory,64.2229,41.656,73.51,86,100,6.08,RU,2021-06-13 17:49:09
Oranjemund,-28.55,16.4333,57.27,81,37,6.24,NA,2021-06-13 17:49:10
Longyan,25.1072,117.0225,74.16,98,100,3.2,CN,2021-06-13 17:45:00
Sistranda,63.7256,8.834,50.9,90,100,12.37,NO,2021-06-13 17:49:10
Meulaboh,4.1363,96.1285,77.72,87,83,5.17,ID,2021-06-13 17:49:10
Prince Rupert,54.3161,-130.3201,53.69,90,90,3.44,CA,2021-06-13 17:49:11
Richards Bay,-28.783,32.0377,67.08,60,2,7.23,ZA,2021-06-13 17:49:11
Katherine,-14.4667,132.2667,61.12,77,69,4.61,AU,2021-06-13 17:49:11
Majene,-3.5403,118.9707,76.71,88,89,5.32,ID,2021-06-13 17:46:26
Inongo,-1.95,18.2667,77.99,52,68,3.42,CD,2021-06-13 17:46:48
Usinsk,65.9939,57.5281,65.07,64,15,9.62,RU,2021-06-13 17:49:12
Tuy Hoa,13.0833,109.3,80.98,69,93,11.05,VN,2021-06-13 17:44:58
Labuhan,-6.8844,112.2051,78.35,84,53,6.4,ID,2021-06-13 17:49:12
Skibbereen,51.55,-9.2667,66.0,84,4,11.63,IE,2021-06-13 17:49:13
Kupang,-10.1667,123.5833,75.2,85,51,8.12,ID,2021-06-13 17:49:13
Khanbari,27.3747,87.2039,73.26,79,79,2.13,NP,2021-06-13 17:46:42
Kavieng,-2.5744,150.7967,81.9,78,12,10.69,PG,2021-06-13 17:49:13
Mogadishu,2.0371,45.3438,78.37,82,98,16.46,SO,2021-06-13 17:49:14
Petropavlovsk-Kamchatskiy,53.0452,158.6483,45.19,100,90,4.47,RU,2021-06-13 17:46:40
Husavik,66.0449,-17.3389,37.31,95,100,21.03,IS,2021-06-13 17:49:14
Görele,41.0308,39.0031,69.24,89,1,5.82,TR,2021-06-13 17:47:28
Larsnes,62.2028,5.5773,57.81,77,100,11.32,NO,2021-06-13 17:49:15
Provideniya,64.3833,-173.3,36.12,97,100,11.92,RU,2021-06-13 17:49:15
Esperance,-33.8667,121.9,51.64,67,28,12.37,AU,2021-06-13 17:49:15
De-Kastri,51.4667,140.7833,44.44,95,100,6.38,RU,2021-06-13 17:49:15
Härnösand,62.6323,17.9379,62.6,49,62,10.2,SE,2021-06-13 17:47:16
Leh,34.1667,77.5833,55.09,45,36,5.7,IN,2021-06-13 17:47:29
Los Llanos de Aridane,28.6585,-17.9182,69.55,83,20,12.66,ES,2021-06-13 17:49:16
Kahului,20.8947,-156.47,75.22,81,40,16.11,US,2021-06-13 17:46:57
Ouadda,8.0777,22.4007,71.89,89,100,2.64,CF,2021-06-13 17:49:17
Saint Anthony,45.0205,-93.218,89.74,29,1,1.99,US,2021-06-13 17:49:17
Gboko,7.3179,8.9951,83.32,68,97,4.03,NG,2021-06-13 17:49:17
Mairang,25.5667,91.6333,64.13,98,96,5.5,IN,2021-06-13 17:49:17
Iracoubo,5.4802,-53.2011,80.29,86,39,7.99,GF,2021-06-13 17:49:17
San Bartolomé de Tirajana,27.9248,-15.5733,64.31,69,20,29.93,ES,2021-06-13 17:47:36
Khartoum,15.5518,32.5324,102.02,15,99,10.98,SD,2021-06-13 17:47:27
Fayetteville,35.0527,-78.8784,86.11,55,40,10.0,US,2021-06-13 17:46:58
Moses Lake,47.1301,-119.2781,78.3,35,1,0.0,US,2021-06-13 17:46:52
Koumra,8.9126,17.5539,79.9,62,70,4.41,TD,2021-06-13 17:46:31
Nova Olinda do Norte,-3.8881,-59.0942,90.63,51,50,2.35,BR,2021-06-13 17:49:20
Kruisfontein,-34.0033,24.7314,59.88,90,57,12.88,ZA,2021-06-13 17:49:20
Hualmay,-11.0964,-77.6139,69.33,72,51,8.63,PE,2021-06-13 17:46:56
La Romana,18.4273,-68.9728,89.96,55,40,11.5,DO,2021-06-13 17:49:20
Petrozavodsk,61.7849,34.3469,63.86,88,75,2.24,RU,2021-06-13 17:45:19
Santa Cruz de la Sierra,-17.8,-63.1667,78.26,47,20,8.05,BO,2021-06-13 17:46:41
Marsh Harbour,26.5412,-77.0636,84.06,70,40,14.72,BS,2021-06-13 17:49:21
Maumere,-8.6199,122.2111,78.93,83,69,7.36,ID,2021-06-13 17:46:26
Chelmsford,51.7357,0.4696,80.62,64,6,7.38,GB,2021-06-13 17:45:43
Halapitan,7.9175,125.33,69.82,96,40,0.78,PH,2021-06-13 17:49:22
Tupik,54.4253,119.9327,54.1,99,100,1.79,RU,2021-06-13 17:49:22
Grindavik,63.8424,-22.4338,46.56,87,90,11.5,IS,2021-06-13 17:47:02
Cairns,-16.9167,145.7667,73.35,94,90,5.75,AU,2021-06-13 17:49:23
Chunhuhub,19.55,-88.6833,76.05,93,100,2.93,MX,2021-06-13 17:49:23
Norman Wells,65.282,-126.8329,50.04,93,90,9.22,CA,2021-06-13 17:49:23
Acapulco de Juárez,16.8634,-99.8901,82.4,72,99,2.28,MX,2021-06-13 17:47:22
Wagar,16.1525,36.2032,104.0,14,72,4.16,SD,2021-06-13 17:49:24
Kamenka,51.3223,42.7678,64.24,85,69,3.13,RU,2021-06-13 17:49:24
Sungai Penuh,-2.0833,101.3833,65.14,95,53,3.71,ID,2021-06-13 17:49:24
Bathsheba,13.2167,-59.5167,81.21,69,75,27.63,BB,2021-06-13 17:49:24
Jiamusi,46.8333,130.35,63.07,88,74,5.53,CN,2021-06-13 17:46:43
Ambilobe,-13.2,49.05,71.01,90,50,2.55,MG,2021-06-13 17:45:43
Safaga,26.7292,33.9365,91.35,44,0,13.2,EG,2021-06-13 17:46:42
Ginir,7.1333,40.7,57.33,80,100,10.58,ET,2021-06-13 17:49:25
Joshīmath,30.5667,79.5667,66.34,84,21,0.78,IN,2021-06-13 17:49:25
Berdigestyakh,62.0989,126.6992,43.79,63,17,2.71,RU,2021-06-13 17:49:26
Waingapu,-9.6567,120.2641,75.61,83,90,6.53,ID,2021-06-13 17:46:24
Ryōtsu-minato,38.0833,138.4333,65.89,90,100,5.66,JP,2021-06-13 17:49:26
Gambēla,8.25,34.5833,78.08,69,88,3.56,ET,2021-06-13 17:47:08
Giza,30.0081,31.2109,83.14,34,0,19.6,EG,2021-06-13 17:47:34
‘Āhuimanu,21.4447,-157.8378,74.91,71,75,5.75,US,2021-06-13 17:49:27
Skotterud,59.9828,12.1283,67.8,47,53,9.08,NO,2021-06-13 17:49:27
Thunder Bay,48.4001,-89.3168,76.98,42,75,17.27,CA,2021-06-13 17:49:27
Quixadá,-4.9714,-39.0153,92.07,35,37,7.81,BR,2021-06-13 17:47:27
Ténenkou,14.4572,-4.9169,105.19,18,46,2.66,ML,2021-06-13 17:49:28
Turan,16.0678,108.2208,82.45,74,40,2.3,VN,2021-06-13 17:44:49
Talnakh,69.4865,88.3972,36.99,92,100,8.77,RU,2021-06-13 17:46:36
Roebourne,-20.7833,117.1333,69.94,37,23,11.05,AU,2021-06-13 17:49:28
Oddur,4.1213,43.8894,78.44,53,100,16.26,SO,2021-06-13 17:49:29
Ballybofey,54.8,-7.7833,65.95,92,94,8.14,IE,2021-06-13 17:49:29
Maţāy,28.419,30.7792,90.43,22,0,21.83,EG,2021-06-13 17:45:14
Ibimirim,-8.5406,-37.6903,87.53,33,49,13.47,BR,2021-06-13 17:49:30
Xiongyue,40.1774,122.1228,66.47,74,100,2.82,CN,2021-06-13 17:49:30
Leiyang,26.4024,112.8591,77.79,87,94,5.19,CN,2021-06-13 17:46:37
Half Moon Bay,37.4636,-122.4286,78.13,71,75,1.01,US,2021-06-13 17:49:31
Bobov Dol,42.3697,23.0172,60.35,76,65,5.12,BG,2021-06-13 17:49:31
Micheweni,-4.9667,39.8333,76.71,77,3,14.92,TZ,2021-06-13 17:49:32
Mīnāb,27.1467,57.0801,90.9,61,6,1.97,IR,2021-06-13 17:49:32
Flinders,-34.5833,150.8552,56.17,71,99,1.01,AU,2021-06-13 17:49:32
Santa Rosa,14.3122,121.1114,82.9,81,95,1.39,PH,2021-06-13 17:45:01
Codajás,-3.8367,-62.0569,90.3,49,65,2.51,BR,2021-06-13 17:49:33
San Quintín,30.4833,-115.95,70.52,67,11,15.88,MX,2021-06-13 17:49:33
Caravelas,-17.7125,-39.2481,75.83,61,90,10.76,BR,2021-06-13 17:49:33
Kizema,61.113,44.8302,61.72,95,97,4.99,RU,2021-06-13 17:49:34
Dingle,10.9995,122.6711,76.96,88,100,2.3,PH,2021-06-13 17:49:34
Isiro,2.7739,27.616,63.97,99,100,1.61,CD,2021-06-13 17:49:34
Verāval,20.9,70.3667,84.54,81,51,15.55,IN,2021-06-13 17:49:34
Nanortalik,60.1432,-45.2371,37.06,90,98,7.0,GL,2021-06-13 17:49:35
Austin,30.2672,-97.7431,96.55,54,1,1.01,US,2021-06-13 17:49:10
Awjilah,29.1081,21.2869,83.21,27,0,17.4,LY,2021-06-13 17:49:36
Constitución,-35.3333,-72.4167,60.82,77,100,9.01,CL,2021-06-13 17:49:37
Saint-François,46.4154,3.9054,80.04,47,0,9.22,FR,2021-06-13 17:49:37
Sooke,48.3746,-123.7276,61.41,96,100,2.3,CA,2021-06-13 17:49:37
Talcahuano,-36.7167,-73.1167,53.28,100,90,8.05,CL,2021-06-13 17:47:18
Gao,16.6362,1.637,96.44,22,63,15.48,ML,2021-06-13 17:47:43
Nara,34.6851,135.8049,70.5,91,100,0.63,JP,2021-06-13 17:49:38
Viedma,-40.8135,-62.9967,59.16,61,100,9.33,AR,2021-06-13 17:49:37
Japura,-0.3167,102.35,75.76,90,75,2.95,ID,2021-06-13 17:49:38
Iqaluit,63.7506,-68.5145,44.33,70,75,11.01,CA,2021-06-13 17:49:38
Waitara,-38.925,174.25,60.71,91,99,15.46,NZ,2021-06-13 17:49:39
Karachi,24.9056,67.0822,87.62,66,75,21.85,PK,2021-06-13 17:45:45
Saint-Joseph,-21.3667,55.6167,71.96,78,62,15.41,RE,2021-06-13 17:49:39
Covington,39.0837,-84.5086,91.2,62,20,8.05,US,2021-06-13 17:46:47
Nosy Varika,-20.5833,48.5333,67.33,96,100,11.72,MG,2021-06-13 17:49:40
Grand Baie,-20.0182,57.5802,75.67,76,22,8.01,MU,2021-06-13 17:49:40
Kwidzyn,53.7249,18.9311,61.23,74,4,9.13,PL,2021-06-13 17:49:41
Maniitsoq,65.4167,-52.9,38.05,74,91,3.89,GL,2021-06-13 17:49:41
Porto-Novo,6.4965,2.6036,85.82,76,55,8.39,BJ,2021-06-13 17:47:14
Pangoa,-12.1167,-73.0,77.32,63,49,3.83,PE,2021-06-13 17:49:42
Paraíso,9.8383,-83.8656,79.95,61,81,3.06,CR,2021-06-13 17:47:23
Yakima,46.4665,-120.6678,75.83,51,90,5.75,US,2021-06-13 17:49:42
Qandala,11.472,49.8728,94.78,41,100,7.47,SO,2021-06-13 17:49:42
Kalabo,-14.97,22.6814,61.0,27,5,5.35,ZM,2021-06-13 17:49:42
Abalak,58.1286,68.5944,62.1,61,81,5.41,RU,2021-06-13 17:49:43
Tabou,4.423,-7.3528,80.82,79,100,8.1,CI,2021-06-13 17:46:37
Baykit,61.67,96.37,41.36,90,33,5.93,RU,2021-06-13 17:49:43
Mount Isa,-20.7333,139.5,53.37,32,82,4.61,AU,2021-06-13 17:49:43
Mana,5.6592,-53.7767,81.57,81,44,6.64,GF,2021-06-13 17:49:43
Huanan,46.2167,130.5167,62.33,90,83,3.33,CN,2021-06-13 17:46:39
Amlapura,-8.45,115.6167,79.68,88,85,5.82,ID,2021-06-13 17:46:26
Puro,12.4841,123.3827,80.78,78,97,4.47,PH,2021-06-13 17:49:44
Lavrentiya,65.5833,-171.0,35.29,95,100,8.48,RU,2021-06-13 17:49:45
Myitkyina,25.3833,97.4,75.67,98,100,1.52,MM,2021-06-13 17:47:10
Villa Carlos Paz,-31.4241,-64.4978,76.39,48,0,8.99,AR,2021-06-13 17:46:39
Beaufort,5.3473,115.7455,80.76,84,100,4.59,MY,2021-06-13 17:47:28
Shubarkuduk,49.1447,56.4872,74.48,40,99,11.41,KZ,2021-06-13 17:49:45
Beloha,-25.1667,45.05,67.17,69,2,5.14,MG,2021-06-13 17:47:24
Murgeni,46.2044,28.0197,57.85,81,100,9.31,RO,2021-06-13 17:49:46
Oussouye,12.485,-16.5469,91.58,58,70,13.47,SN,2021-06-13 17:49:46
Collie,-33.3667,116.15,55.98,82,54,12.39,AU,2021-06-13 17:49:47
Amapá,1.0,-52.0,88.16,56,64,2.13,BR,2021-06-13 17:49:47
Ambanja,-13.6833,48.45,72.9,90,63,2.55,MG,2021-06-13 17:47:36
Segezha,63.7415,34.3222,58.55,86,76,10.4,RU,2021-06-13 17:45:18
Cayenne,4.9333,-52.3333,87.84,82,28,4.0,GF,2021-06-13 17:49:47
Novomykolayivka,47.9781,35.9102,68.25,79,52,6.78,UA,2021-06-13 17:49:48
Batemans Bay,-35.7167,150.1833,54.19,73,100,3.18,AU,2021-06-13 17:49:48
Praia da Vitória,38.7333,-27.0667,73.76,73,20,4.85,PT,2021-06-13 17:49:48
Saint Charles,38.7667,-90.7335,88.97,40,1,1.01,US,2021-06-13 17:49:48
Nichinan,31.6,131.3667,73.76,93,96,4.97,JP,2021-06-13 17:47:44
Abu Kamal,34.4506,40.9171,89.94,13,0,7.25,SY,2021-06-13 17:49:49
Nome,64.5011,-165.4064,43.16,87,90,0.0,US,2021-06-13 17:49:49
Nicoya,10.1483,-85.452,85.55,60,98,2.15,CR,2021-06-13 17:47:30
Río Gallegos,-51.6226,-69.2181,41.05,65,0,19.57,AR,2021-06-13 17:49:49
Oistins,13.0667,-59.5333,80.69,69,75,27.63,BB,2021-06-13 17:49:50
Gunjur,13.2019,-16.7339,89.67,58,75,11.5,GM,2021-06-13 17:49:50
Broken Hill,-31.95,141.4333,53.31,54,90,4.61,AU,2021-06-13 17:49:50
Guiratinga,-16.3494,-53.7583,87.33,34,35,4.54,BR,2021-06-13 17:49:50
Soavinandriana,-19.1667,46.7333,55.49,97,99,1.66,MG,2021-06-13 17:47:41
Umeå,63.8284,20.2597,60.73,41,0,9.22,SE,2021-06-13 17:49:51
Araouane,18.9048,-3.5265,108.82,7,15,6.55,ML,2021-06-13 17:49:51
Barreiras,-12.1528,-44.99,93.4,25,98,2.93,BR,2021-06-13 17:49:52
Vakhrushev,48.9833,142.9667,46.67,92,100,2.15,RU,2021-06-13 17:49:52
Torrington,41.8007,-73.1212,83.39,53,7,1.99,US,2021-06-13 17:49:30
Altay,47.8667,88.1167,48.72,49,25,3.83,CN,2021-06-13 17:49:52
Belaya Gora,68.5333,146.4167,54.64,68,99,5.66,RU,2021-06-13 17:49:53
Warri,5.5167,5.75,80.69,76,68,8.37,NG,2021-06-13 17:46:38
Santa Cruz de Tenerife,28.4682,-16.2546,75.42,70,40,5.01,ES,2021-06-13 17:47:32
Tvøroyri,61.5556,-6.8111,51.19,90,100,23.44,FO,2021-06-13 17:49:53
Yakeshi,49.2833,120.7333,67.6,61,100,11.21,CN,2021-06-13 17:47:25
Gerede,40.8008,32.1969,51.94,92,64,5.28,TR,2021-06-13 17:46:57
Quang Ngai,15.1167,108.8,79.3,75,98,4.45,VN,2021-06-13 17:46:46
Cabedelo,-6.9811,-34.8339,84.87,76,91,9.13,BR,2021-06-13 17:46:44
Rivera,-30.9053,-55.5508,67.33,55,0,7.85,UY,2021-06-13 17:46:46
Naryan-Mar,67.6713,53.087,72.43,35,90,7.05,RU,2021-06-13 17:47:38
Nishiwaki,34.9833,134.9667,70.57,95,100,1.34,JP,2021-06-13 17:47:30
Mâncio Lima,-7.6142,-72.8958,82.47,69,75,4.61,BR,2021-06-13 17:49:55
Sunndalsøra,62.6754,8.5515,57.25,73,100,4.34,NO,2021-06-13 17:49:56
Sayyan,15.1718,44.3244,69.06,12,85,8.99,YE,2021-06-13 17:49:56
Bukama,-9.2,25.85,72.34,38,1,3.22,CD,2021-06-13 17:47:03
Kayes,14.0,-11.0,96.12,33,45,14.92,ML,2021-06-13 17:47:45
Vao,-22.6667,167.4833,73.13,84,74,9.66,NC,2021-06-13 17:49:57
Diu,20.7141,70.9822,84.27,81,32,15.03,IN,2021-06-13 17:49:57
Sakakah,29.9697,40.2064,99.97,10,0,10.16,SA,2021-06-13 17:47:03
Komsomolsk-on-Amur,50.552,137.0152,46.62,82,70,5.1,RU,2021-06-13 17:47:03
Boa Vista,2.8197,-60.6733,91.38,52,75,5.75,BR,2021-06-13 17:47:32
Fort Nelson,58.8053,-122.7002,62.19,55,75,2.3,CA,2021-06-13 17:49:58
Cap Malheureux,-19.9842,57.6142,75.69,76,21,8.01,MU,2021-06-13 17:49:58
Lakes Entrance,-37.8811,147.981,52.18,82,100,6.82,AU,2021-06-13 17:49:58
Rusape,-18.5278,32.1284,51.39,56,0,0.81,ZW,2021-06-13 17:49:58
Abapó,-18.8333,-63.4667,77.36,22,5,7.96,BO,2021-06-13 17:49:59
Eyl,7.9803,49.8164,79.59,74,100,22.41,SO,2021-06-13 17:47:17
Mossamedes,-15.1961,12.1522,74.16,62,98,4.81,AO,2021-06-13 17:46:54
Batagay-Alyta,67.8006,130.4114,49.44,52,54,4.38,RU,2021-06-13 17:49:59
Nagyszénás,46.6833,20.6667,69.82,55,74,11.92,HU,2021-06-13 17:49:59
Anori,-3.7728,-61.6442,86.83,59,91,3.6,BR,2021-06-13 17:50:00
Sitka,57.0531,-135.33,55.29,71,40,3.44,US,2021-06-13 17:50:00
Verkhoyansk,67.5447,133.385,54.27,49,100,4.85,RU,2021-06-13 17:50:00
Irpa Irpa,-17.7167,-66.2667,74.86,10,5,3.42,BO,2021-06-13 17:50:00
Berlevåg,70.8578,29.0864,46.49,85,100,17.05,NO,2021-06-13 17:50:01
Kuril'sk,45.2333,147.8833,48.29,97,48,4.68,RU,2021-06-13 17:50:01
Grand Island,40.925,-98.342,87.75,31,1,4.0,US,2021-06-13 17:50:01
Wanning,18.8003,110.3967,79.86,88,99,7.45,CN,2021-06-13 17:46:43
Gimli,50.6336,-96.9907,78.06,35,0,9.22,CA,2021-06-13 17:50:02
Tura,25.5198,90.2201,76.05,92,82,7.31,IN,2021-06-13 17:46:41
Bucerías,20.75,-105.3333,85.98,62,97,5.79,MX,2021-06-13 17:50:03
Alice Springs,-23.7,133.8833,60.35,72,90,10.36,AU,2021-06-13 17:46:04
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,79.34,22,0,10.29,AR,2021-06-13 17:47:32
La Paz,-16.5,-68.15,58.98,10,20,6.91,BO,2021-06-13 17:49:40
Bela,25.9333,81.9833,82.9,74,93,7.83,IN,2021-06-13 17:47:07
Shebunino,46.4339,141.8603,47.61,89,65,11.63,RU,2021-06-13 17:50:04
Ust-Kuyga,70.0167,135.6,56.55,48,34,5.06,RU,2021-06-13 17:50:05
Waitati,-45.75,170.5667,52.81,96,100,3.49,NZ,2021-06-13 17:50:05
Dinguiraye,11.3,-10.7167,81.16,62,80,5.26,GN,2021-06-13 17:50:05
Areia Branca,-4.9561,-37.1369,97.0,57,45,15.93,BR,2021-06-13 17:50:06
Peiting,47.8,10.9333,73.67,40,9,8.05,DE,2021-06-13 17:50:06
Beringovskiy,63.05,179.3167,33.94,99,100,12.71,RU,2021-06-13 17:50:06
Merritt,50.1123,-120.7942,65.44,42,94,5.55,CA,2021-06-13 17:50:06
Langxiang,46.95,128.8833,57.52,96,49,2.35,CN,2021-06-13 17:50:07
Westport,41.1415,-73.3579,80.17,56,75,9.22,US,2021-06-13 17:50:07
Kuito,-12.3833,16.9333,56.17,37,17,0.27,AO,2021-06-13 17:50:07
Chardara,41.2547,67.9692,75.96,20,0,18.23,KZ,2021-06-13 17:50:07
City of San Pedro,14.35,121.0167,81.16,83,75,2.3,PH,2021-06-13 17:50:07
Nelson Bay,-32.7167,152.15,48.69,83,99,14.2,AU,2021-06-13 17:50:08
Itainópolis,-7.4469,-41.4783,99.48,21,72,2.68,BR,2021-06-13 17:50:08
San Vicente,-26.6167,-54.1333,71.47,37,0,3.69,AR,2021-06-13 17:47:23
Valleyview,55.0667,-117.2859,59.04,55,92,2.3,CA,2021-06-13 17:50:09
Bubaque,11.2833,-15.8333,81.63,81,25,18.28,GW,2021-06-13 17:50:09
Palu,-0.8917,119.8707,73.98,97,95,2.35,ID,2021-06-13 17:45:41
Lázaro Cárdenas,17.9583,-102.2,79.5,76,100,2.8,MX,2021-06-13 17:50:09
Fare,-16.7,-151.0167,79.93,79,6,18.7,PF,2021-06-13 17:50:10
Broome,42.2506,-75.833,82.2,63,40,1.01,US,2021-06-13 17:50:10
Abashiri,44.0213,144.2697,53.82,97,4,4.74,JP,2021-06-13 17:46:28
Ossora,59.2353,163.0719,47.89,76,6,2.17,RU,2021-06-13 17:50:10
Koumac,-20.5667,164.2833,70.74,82,4,3.94,NC,2021-06-13 17:50:10
Chicama,-7.8447,-79.1469,66.74,64,67,9.53,PE,2021-06-13 17:50:11
Paamiut,61.994,-49.6678,38.01,91,64,13.49,GL,2021-06-13 17:50:11
Bani Walid,31.7566,13.9942,78.04,32,6,15.93,LY,2021-06-13 17:50:11
Ocampo,21.65,-101.5,65.98,59,100,11.68,MX,2021-06-13 17:50:11
Thaton,16.9206,97.3714,74.68,96,100,4.7,MM,2021-06-13 17:48:30
Sobolevo,54.4299,31.8996,61.9,90,88,3.83,RU,2021-06-13 17:50:12
Pangai,-19.8,-174.35,75.31,64,20,21.85,TO,2021-06-13 17:50:13
Novikovo,51.1537,37.8879,63.54,86,90,4.61,RU,2021-06-13 17:50:13
Novopavlovka,51.2172,109.2091,44.74,84,53,1.66,RU,2021-06-13 17:50:13
Mackay,-21.15,149.2,70.68,94,40,5.75,AU,2021-06-13 17:50:13
Arrondissement de Saint-Denis,48.9167,2.3333,80.22,36,0,1.01,FR,2021-06-13 17:50:14
Neuquén,-38.9516,-68.0591,60.69,48,0,11.5,AR,2021-06-13 17:50:14
Burns Lake,54.2331,-125.7533,60.22,45,57,4.52,CA,2021-06-13 17:50:14
‘Ewa Beach,21.3156,-158.0072,75.15,70,90,5.01,US,2021-06-13 17:50:14
Radovitskiy,55.1282,39.7956,65.08,92,22,4.52,RU,2021-06-13 17:50:15
Līsakovsk,52.5369,62.4936,66.6,35,62,8.66,KZ,2021-06-13 17:47:21
Poronaysk,49.2167,143.1167,47.12,92,100,2.93,RU,2021-06-13 17:47:08
